"date","value"
"2007-01-01",10.1248338098958
"2007-01-02",10.3424091138411
"2007-01-03",7.83777413591419
"2007-01-04",9.87615632977506
"2007-01-05",12.4548084674329
"2007-01-06",8.63083527336206
"2007-01-07",8.67408599632254
"2007-01-08",9.75221297863206
"2007-01-09",8.76405813698277
"2007-01-10",10.8086548113129
"2007-01-11",9.74480982888519
"2007-01-12",11.0994513234318
"2007-01-13",9.54143121070338
"2007-01-14",11.1669815771262
"2007-01-15",10.1440476462746
"2007-01-16",11.1018889477947
"2007-01-17",10.5314617610504
"2007-01-18",10.0811113869023
"2007-01-19",12.5888345885963
"2007-01-20",10.2756782417694
"2007-01-21",10.6202311288555
"2007-01-22",10.6328389451372
"2007-01-23",10.5008434702989
"2007-01-24",7.88032001621439
"2007-01-25",9.95545794087256
"2007-01-26",8.2607203222573
"2007-01-27",9.04647411362002
"2007-01-28",8.85251977208324
"2007-01-29",8.47321885823839
"2007-01-30",11.0956458701837
"2007-01-31",10.5901903830521
"2007-02-01",10.1248338098958
"2007-02-02",10.3424091138411
"2007-02-03",7.83777413591419
"2007-02-04",9.87615632977506
"2007-02-05",12.4548084674329
"2007-02-06",8.63083527336206
"2007-02-07",8.67408599632254
"2007-02-08",9.75221297863206
"2007-02-09",8.76405813698277
"2007-02-10",10.8086548113129
"2007-02-11",9.74480982888519
"2007-02-12",11.0994513234318
"2007-02-13",9.54143121070338
"2007-02-14",11.1669815771262
"2007-02-15",10.1440476462746
"2007-02-16",11.1018889477947
"2007-02-17",10.5314617610504
"2007-02-18",10.0811113869023
"2007-02-19",12.5888345885963
"2007-02-20",10.2756782417694
"2007-02-21",10.6202311288555
"2007-02-22",10.6328389451372
"2007-02-23",10.5008434702989
"2007-02-24",7.88032001621439
"2007-02-25",9.95545794087256
"2007-02-26",8.2607203222573
"2007-02-27",9.04647411362002
"2007-02-28",8.85251977208324
"2007-03-01",8.47321885823839
"2007-03-02",11.0956458701837
"2007-03-03",10.5901903830521
"2007-03-04",10.1248338098958
"2007-03-05",10.3424091138411
"2007-03-06",7.83777413591419
"2007-03-07",9.87615632977506
"2007-03-08",12.4548084674329
"2007-03-09",8.63083527336206
"2007-03-10",8.67408599632254
"2007-03-11",9.75221297863206
"2007-03-12",8.76405813698277
"2007-03-13",10.8086548113129
"2007-03-14",9.74480982888519
"2007-03-15",11.0994513234318
"2007-03-16",9.54143121070338
"2007-03-17",11.1669815771262
"2007-03-18",10.1440476462746
"2007-03-19",11.1018889477947
"2007-03-20",10.5314617610504
"2007-03-21",10.0811113869023
"2007-03-22",12.5888345885963
"2007-03-23",10.2756782417694
"2007-03-24",10.6202311288555
"2007-03-25",10.6328389451372
"2007-03-26",10.5008434702989
"2007-03-27",7.88032001621439
"2007-03-28",9.95545794087256
"2007-03-29",8.2607203222573
"2007-03-30",9.04647411362002
"2007-03-31",8.85251977208324
"2007-04-01",8.47321885823839
"2007-04-02",11.0956458701837
"2007-04-03",10.5901903830521
"2007-04-04",10.1248338098958
"2007-04-05",10.3424091138411
"2007-04-06",7.83777413591419
"2007-04-07",9.87615632977506
"2007-04-08",12.4548084674329
"2007-04-09",8.63083527336206
"2007-04-10",8.67408599632254
"2007-04-11",9.75221297863206
"2007-04-12",8.76405813698277
"2007-04-13",10.8086548113129
"2007-04-14",9.74480982888519
"2007-04-15",11.0994513234318
"2007-04-16",9.54143121070338
"2007-04-17",11.1669815771262
"2007-04-18",10.1440476462746
"2007-04-19",11.1018889477947
"2007-04-20",10.5314617610504
"2007-04-21",10.0811113869023
"2007-04-22",12.5888345885963
"2007-04-23",10.2756782417694
"2007-04-24",10.6202311288555
"2007-04-25",10.6328389451372
"2007-04-26",10.5008434702989
"2007-04-27",7.88032001621439
"2007-04-28",9.95545794087256
"2007-04-29",8.2607203222573
"2007-04-30",9.04647411362002
"2007-05-01",8.85251977208324
"2007-05-02",8.47321885823839
"2007-05-03",11.0956458701837
"2007-05-04",10.5901903830521
"2007-05-05",10.1248338098958
"2007-05-06",10.3424091138411
"2007-05-07",7.83777413591419
"2007-05-08",9.87615632977506
"2007-05-09",12.4548084674329
"2007-05-10",8.63083527336206
"2007-05-11",8.67408599632254
"2007-05-12",9.75221297863206
"2007-05-13",8.76405813698277
